Price,Vol.,SN&P Adjusted,DXY Adjusted,GOLD Adjusted,ETH Price,ETH Vol.,OIL Price Adjusted,Days from the last halving,TV2,TV
3722,452.2129193377321,2504.1905336353852,95.9996064062801,1281.3857542499954,134.08784181156108,6.848772431773772,46.48197400706337,910,3860.576869051584,1
33822,68.6579436159528,4374.17033745284,93.3877522423805,1799.4667108047402,2152.227232807018,790.5000006920466,72.4678325507459,436,33595.27509610202,1
6401,1.415146771255773,2462.034525462737,99.81952337910187,1623.0147537154342,133.5354553060241,23.033704045792646,22.33524878327539,1356,6404.359453764465,1
6553,7.505438650754215,2883.7671919666136,95.44200138193003,1189.7360141625422,244.96254898872368,6.365604223019512,70.88958250724859,797,6654.269061414557,1
11575,550.0754484835633,3352.048332075045,92.95766975562984,1931.5204300369774,387.83156041982363,8.52816530722674,42.6035507779153,92,11421.840252248918,1
8797,236.21581771388625,2575.8587418468496,88.92826678802315,1319.6682899892085,871.9655918306916,882.2438494074768,59.243303085465065,581,8124.064932293328,1
8690,867.5979127430064,2941.371140704125,97.37242525716486,1474.2841561307941,196.98076230945503,15.388936259827444,56.23159019095572,1141,9582.109331364896,1
24264,505.03937925310055,3934.691847417543,104.45451477276015,1826.9013024384171,1713.3814503703322,1.6209450769091034,84.16747446990078,919,23522.524492339366,1
23345,170.97902498078324,3687.243592356418,90.4338664695914,1870.1146394123932,593.8183044110446,2.187441785382705,47.94732454901219,225,23651.109437425766,1
39300,266.35896040358926,4208.966616356057,101.75784157726542,1917.1819535183797,2804.6401767508296,642.8472884390043,107.17372628520671,696,38501.227258234096,1
6866,845.7019401957876,2762.3083956392575,99.13488765015171,1689.8925263297751,158.2127232574778,19.081833311189428,22.726913439108507,1372,6862.922149268491,1
5335,1.4435345239082578,2861.6016307115315,97.03816615193101,1318.3120954921865,154.81186054671338,17.99695155598984,59.14226594911347,1063,5158.55932399463,1
6401,151.47037287160006,2762.7987210998485,95.69076141380005,1281.5193529426151,486.8903058400592,1.2762002723810113,65.19353687213548,705,6639.477986316419,1
45895,124.39030796567383,4172.056611684603,92.53528949854854,1730.635010766819,2457.987614505164,1.5267491369220152,65.55551817851438,389,46543.352915027506,1
1179,107.64556696227767,2353.352144835982,98.8632535643396,1256.9394502798348,14.05689298477644,148.3331615141732,53.90300678383694,230,1174.353293008497,1
11219,221.54735210658623,2773.3908991670282,88.69067732460744,1339.449122389525,972.3445228416665,670.023951503988,63.83709223201427,577,11320.855152814414,1
10854,213.8516739493089,2657.258125381016,91.65247585228774,1322.620049072136,868.3504196624692,428.7066655642143,61.45660641522778,597,10938.788874328795,1
38105,139.8304399438644,4191.708544791579,93.33450814843592,1901.2174060595432,2675.117367286077,152.79371110060276,72.21611335704603,443,38631.46950037506,1
45705,85.33408869987392,4445.338849368888,92.42851607235248,1743.1654852737786,3225.779402626609,188.2491614086157,68.53244503697304,462,46402.822072575895,1
56960,66.24349478562874,4492.554461525305,95.2013719023507,1773.2541451096563,3996.3662685780496,568.8603458206239,74.96076909002292,544,57378.184569760924,1
16349,157.90290758075042,2649.7920768849926,88.68257354340805,1251.5336306491538,618.2264841191627,1.5595147974487935,57.12943486035473,521,16443.628941375213,1
8919,915.8662216333073,2939.2356591710163,96.93820212318411,1731.5805089409876,205.9023649361946,10.371283345578348,34.21923854005396,15,8763.783942081453,1
48481,24.936684685600074,3724.319399734153,92.54776974883963,1697.7322024672958,1537.38081075534,1.6955678272428132,64.16389034770808,297,50104.397206220456,1
29240,34.48516419422674,4495.798681964604,101.59578245721065,1967.917241399688,1862.125423599823,193.99179696325626,79.25061675352568,1158,29217.53572779048,1
49156,66.60795617493683,4508.870574573409,93.8791199636486,1811.674306775718,3616.5429819251726,784.0171745939866,69.59895688175416,477,48895.64445117619,1
46492,157.8032378807776,4202.806219458615,91.16592754866265,1835.266054338923,3640.876313539552,75.94978625416604,66.22402070724138,403,46624.62020053162,1
7894,960.8481238714501,2814.09863513899,96.41922582261654,1289.6432443303117,248.35136955480124,12.132120069688503,60.69130815192261,1048,8148.737335656283,1
8150,1.01975108887475,3219.836331427939,98.87197967978474,1565.5504325789038,145.30651872032473,13.678120331802173,62.67196561948509,1269,7760.432191178479,1
47129,67.55940047865171,4642.394817037047,95.64193632586596,1782.063842336411,3818.6582577607223,779.5938341595454,71.24110438887136,562,47624.283209031084,1
17781,263.7272476863519,3708.3920336439814,95.00906778813271,1848.695032535329,772.0296778199265,229.30391339319792,54.3744994796163,458,17703.081013812003,1
1764,88.83307347391164,2390.380840811941,94.21853957450575,1232.0538922015762,88.65056823732994,200.18561498251964,48.330354019021605,309,1725.4752086301796,1
2426,75.01784867220395,2419.21460075318,92.570947666613,1243.3775323727255,247.54170487620996,708.8501692678915,46.597903965952796,353,2458.187213361244,1
2595,97.0680795223893,2426.4975486765147,92.83223049804656,1250.8885103516195,347.63792662482376,298.8312604977225,44.34348186120167,344,2644.758803037659,1
29038,265.8047827171605,3907.8067645950996,101.57726211449224,1852.3309317124676,1943.6537293242739,76.77616394863335,100.77996816673063,794,29142.189538539715,1
44289,101.58325676330402,4449.571932840284,95.1492634908294,1798.1013681278628,3134.2457903241666,402.9991088254145,80.16838413975707,557,43380.395765515554,1
5601,339.11010680137406,2611.6744652816537,93.54225040355246,1300.1777587831166,310.0238879676148,2.9759084450336477,53.75014780392268,549,5444.583911115644,1
17071,102.02331399266636,2720.42467725393,89.25805834521518,1313.7810440297221,954.157354787666,407.46238078840327,61.07604633885481,543,16944.722749813947,1
9504,257.431463966746,2703.8254288679927,90.74588114995103,1336.27381963774,812.8437882007023,831.6961509484177,61.370883212182356,598,8658.379830775462,1
16093,705.1337725444662,3763.720213646718,105.58102683888508,1726.381275721514,1120.9759049732097,86.95020524550888,83.17599723656326,920,18084.355250878478,1
34599,116.76378023398262,4263.069805497725,92.7486160912942,1776.208780592835,2021.3579788989427,1.828609775353043,73.16625852293147,410,34018.29857173537,1
19873,238.16291498057728,3909.271546911194,107.82343928124462,1728.3465758072773,1320.9974923038812,1.2347939882861112,97.54092577081043,817,20556.631407669665,1
29509,49.01316789961922,3833.310758852499,104.36064711291044,1852.8602090123077,1976.6220912028714,408.9229052174152,112.0013391106536,741,29147.81613422126,1
29533,76.06976989638163,3963.6317619624933,103.73022046516763,1909.3581735139176,1948.37266274212,545.9744892282024,98.18466550121909,862,29227.14967500862,1
40452,139.38594410413785,4398.3971519715815,92.66117946795784,1805.3864006320348,2573.9426920635806,465.5449712058687,70.67262093578903,447,39599.79868310179,1
2221,163.84342373864513,2412.2,92.711,1267.05,156.5879426942539,647.0951969082851,49.85821207214001,321,2200.970868602113,1
67043,77.3304711558597,5170.554500342404,103.51495139254403,2165.4693560622777,3513.17578440894,601.7204612628819,82.28575708440161,1407,68249.67366928706,1
3675,116.22640872807479,2452.173376356611,92.72004864986297,1276.574696538204,302.18268440917547,634.687932715196,48.97479020691735,397,3542.1087932854607,1
13646,139.42381985037233,2676.239409455973,89.61823212527199,1288.1788464060548,698.1644148134535,176.55195759301364,59.20183228065046,536,14170.248347324774,1
12264,842.0821419321493,2948.4609280085265,97.54751884040778,1402.9522809067373,312.2314439342744,9.086445854252265,58.10874653278551,1090,12320.380008823946,1
19173,71.74253489089787,3661.0140344626716,90.17541902050571,1835.1101006687213,597.1989184975532,25.292344208592148,45.88880282656773,206,18700.422534106543,1
57655,101.24692626368963,4134.4441682244415,90.40241616250293,1776.1478715669066,3035.8782102162418,1.8227574432579314,63.59519559175233,349,54485.74516235532,1
7088,1.514911849286253,2799.734504068096,98.70645318715313,1691.9641138299107,169.65968775859977,31.483707431146634,23.697448272889226,1362,6658.604017842222,1
8911,388.13114630497716,2720.363077451651,90.98507604837086,1328.9849121629486,812.1898899486445,2.2568837879183383,66.48997866092203,605,9222.599146436882,1
21242,177.86530038837387,3888.977004479192,105.31401635228409,1743.678477513631,1395.5568234062914,1.4786447573115171,98.06862388507324,798,21251.885015751606,1
37354,98.13778850911561,4374.948411184588,97.50021164689727,1948.1860719073122,2384.629029145663,255.47231917910165,72.04776834381174,839,35732.78212064632,1
7622,687.7113483870979,3027.510073934539,96.64567159171179,1420.3284874499634,182.9631154226522,8.740447727807863,54.01708380032961,1180,7723.170136566988,1
1974,151.5696095518585,2441.640686152878,91.78694251600506,1230.7418082427002,167.11640093701428,708.1927459407138,46.79130798795008,367,2210.593213787236,1
8233,148.05987039503918,2808.3708230134603,92.98658296308234,1223.4420078085936,468.80448668018573,1.0723356525715633,68.69459596151178,748,8188.657559889496,1
16316,745.5040149074591,3794.1112146933247,105.43048260864647,1729.0673459290797,1147.3622094157286,140.68621919346262,83.90115125158076,919,18358.225734513315,1
63597,116.72929716993809,4984.232304905153,105.98273071363934,2382.7073532000236,3061.465806237689,504.9749926489516,82.87979629606636,1438,62082.88107374195,1
14879,107.79111365253917,2742.62444094833,89.68917025912236,1316.7165463775948,1204.6178332448692,1.296095099595631,62.33000605499475,548,15617.26212938746,1
29299,74.19137373453538,4079.9240714022744,101.78896300837631,1968.1721980428701,1901.3903283494785,451.8979061054008,82.21770147487247,1030,29598.821460196,1
11586,100.96035903923836,2655.8656351492536,89.00257100278013,1282.5420891944732,516.2560626318119,443.14326345240437,58.17661650130275,517,11264.104850655269,1
6365,48.641681089947866,2822.2460283177275,94.24613437216551,1207.083889917973,329.27694844482437,3.776128438538144,66.05171863267896,757,6576.534892395046,1
5724,406.1772383272123,2685.1808616498424,94.68694233365432,1216.6837044605381,182.96355574733056,66.2108611509185,56.76498112167623,868,5837.77033480887,1
9126,918.8948268363597,2933.6,97.165,1735.045041229438,206.84225119366013,11.893471052947273,33.35564959635022,11,9006.805945683698,1
31829,98.11729333991008,4110.703827713095,103.59395975111522,1834.065193706111,1938.426981326033,885.1983513855532,112.52144776564153,732,31721.39930018589,1
8696,233.2455087320223,2534.6045150611208,88.83746940794995,1316.9245983111687,877.1846967023077,920.3388206338115,59.19981757518572,580,8177.4811937755585,1
10923,805.4284659181898,2956.211800886054,97.59163428851635,1402.8440180344007,288.6833750004259,8.412137846019828,57.80091699612824,1089,11388.15763346175,1
11065,647.9785973277134,3220.2887476925507,92.7093567804801,1975.845018214854,371.92872507643386,16.36224330995151,40.27211323822834,82,11800.856572654116,1
7364,250.0832198527154,2579.0359290062884,93.67,1332.0204583590864,413.3002393223147,1.1530507633233813,63.657847323947145,632,7074.306773958585,1
10536,819.2545407270082,2961.2703558567778,98.31496761552678,1445.8802384336275,221.47334598175814,10.29255120299947,54.72759786403764,1109,9875.216568007769,1
46432,181.20994053941965,4110.848804170416,90.5862166160413,1841.7662394951287,3432.48297914831,2.2519145084490804,64.79094324772959,362,46682.14482689577,1
4326,128.3818779056993,2454.818209780562,92.87321540267419,1281.963515016314,298.19116796519705,372.24990117076175,47.5948760058858,401,4062.227900275097,1
20290,365.70766366748893,3806.5027195367466,106.31454447013724,1663.7592930256226,1517.2749399287975,22.39392389364707,89.06504029776708,897,20754.189894789415,1
60618,61.70797070221083,4563.860236050554,95.50863242010892,1816.1876532921008,4054.9286318939726,595.0045298556089,80.35626478530557,538,60895.14468243335,1
67160,72.45905315315864,4805.65562821283,98.28999991531566,1969.4832859604232,4340.007851662224,415.8762556684782,84.9148067733239,790,67795.5136823735,1
5301,1.9343538951349855,2298.4855080954035,100.0299864928864,1491.3714116950284,116.56081494378513,28.388551712934056,21.862223928632574,1347,5279.809545318898,1
9980,727.7806471642613,3236.2117219452366,99.12085781494147,1560.51547956486,240.3664717773078,20.63909047192282,53.201812760198706,1266,9972.880998624247,1
37031,58.5608936786836,4523.990667634839,103.43977355292766,1985.205206668156,2015.5075058515922,471.2778206981476,76.53739444577434,1287,35974.80721724837,1
2821,130.01776503530775,2464.9093522063495,92.13643415519789,1261.739489597214,212.55915885280112,526.5118399440832,47.64788076745806,380,2682.6259117460227,1
11388,697.3671284081747,2985.483846220057,97.48951574767611,1428.895521465736,260.551607855611,7.806102337327551,59.288306410191986,1103,11689.684986298776,1
28614,62.88752625861994,4140.518219405036,102.71689416001503,1997.0396233067777,1807.2426135444523,362.3438101409188,74.73616340224189,1120,28165.593505984565,1
9254,524.6045886587846,3022.7357656269173,93.57571303078056,1760.8271759429613,232.71938954880892,6.507525102806359,38.641265403600414,44,9301.39188726358,1
46490,49.53825287314104,4551.004111898014,94.0288626576715,1777.7443924653705,3723.0653944647574,338.6375798029579,70.11714787061044,548,46204.37332237029,1
10434,681.4134762371057,2950.766243272739,98.22348018334321,1445.5075118580648,218.1376313762175,8.199258516001057,54.21933435190673,1115,10010.377013085543,1
8745,674.5543532868136,2845.5495114154746,97.4163835853409,1332.1033613102866,267.8133006759124,7.867776891300725,52.771115288138496,1067,8554.455165723917,1
8988,925.3819484597012,2998.5506657872643,96.96532886277643,1508.616150963804,179.09093496005576,16.376098284326225,56.36277995943305,1190,9439.729188525347,1
2824,154.5204913002382,2453.9846215005864,92.79595827859627,1276.4960551328,211.8959045388942,469.94263872658485,49.26498974537956,368,2695.0987786609776,1
15474,223.79473540722333,2640.012919225394,89.95569813630011,1247.8056024820778,425.93782451051715,672.6760187319934,57.2044122659667,518,14588.950774578465,1
37346,72.57533437629753,4516.94891708233,102.47808193018696,1976.9180222613782,2096.042196277714,462.2867902449278,77.64207201525188,1231,35852.804321892894,1
2779,94.76744596911345,2443.061840817692,93.12191454461097,1267.7088245156478,252.51009147148417,138.0349604434951,47.47467382532337,361,2839.9811637094554,1
7308,933.3176670434731,3188.6335022856338,98.61378847478417,1560.853218488679,136.75283622077677,16.211165835634805,59.444040713307785,1280,6957.889921862429,1
51543,65.50153697541396,4904.682296436079,101.44884595403231,1941.2505431805782,3214.029988188335,467.20085023818507,76.67047710524366,1123,51467.45000949151,1
10117,239.36331276877064,2767.799188758194,90.37208319430087,1337.1563533882324,968.5883682110625,972.3185373052263,63.27610148925728,585,10372.71350334303,1
33018,84.51259631447591,4130.112492207703,92.43832344837072,1826.9058309852019,1731.2481632298059,453.4071291426124,67.23769855123525,368,33111.15384759245,1
10632,241.3112525369499,2682.642048238646,90.49761677595343,1333.856516167142,881.9878170962108,647.8693518201233,61.46350594694297,595,10980.771287305028,1
2519,205.993119199863,2418.9937428061444,92.8512336508367,1250.2146384862267,305.9483938590922,1.1170838129237108,44.339307314053606,347,2455.479334523299,1
6293,213.57790574304073,2790.6141010891165,95.38304636327663,1248.9231125015904,417.48025340127265,1.471028229854401,66.21927051168532,731,6597.832495807898,1
6430,144.87352487911937,2751.512611652323,95.48164337350794,1274.4114332586933,482.6370252840372,1.3448133172952108,66.89171259795854,709,6641.351547054754,1
35179,106.56216019208652,4249.013043317947,92.41028566954506,1767.7623321993037,2240.1112356147905,1.6413486692614634,72.8927659326201,411,35807.18858156978,1
2020,91.54267433029688,2371.3929096570423,93.76315268213497,1252.8524489848503,120.0732380566846,410.68294958223686,50.11032972189336,314,1943.547696639042,1
43905,90.0847865243113,4581.866623268951,103.44958068881073,2023.4875658618512,2332.907836926445,544.1263157064684,72.36997691843912,1308,42104.72340787883,1
2564,54.58406177199949,2413.5767184534257,91.1118284337408,1212.982275797225,245.52893087841812,364.6430043726932,44.229918673017565,363,2513.0704833847726,1
14952,134.15874464273352,2738.801969460659,89.7247971778424,1319.655767171998,1147.3178723034755,1.4816519679291593,61.87353615889427,548,16081.896527694615,1
45875,90.84433243144602,4588.260873204012,97.28997215847582,1887.2237534275066,2721.329222685348,310.4083183484657,70.37099350584502,920,46641.19331568682,1
1876,157.87999466953227,2421.0966222686293,92.85281367030392,1227.3532007687606,130.60704994941815,84.18261206320547,47.048128573437964,346,1887.160719475452,1
10690,970.7933814158973,2980.443866636197,98.27029982507592,1439.6720060779194,225.90061639310932,13.049078467065064,56.18044115414354,1103,9821.123932365997,1
33362,123.58636521209377,3736.782081411888,91.46619180908222,1859.3480187066368,1358.4621049841192,1.629727142478447,53.4134249598548,265,33096.47648098775,1
6215,222.15473705397625,2787.347393700239,94.33178267779955,1220.9937587465313,316.00920380157424,46.87608207747084,65.6178061610218,720,6151.253637300082,1
29280,29.867962027733128,4363.887695409703,102.23235880751521,1934.3763710877424,1887.505291974303,194.44148759764295,88.16525594156306,1060,29178.0,1
26867,84.06319139962325,4263.467666463643,102.58591721930777,1953.364205238028,1862.8984524868267,492.5310440082647,72.06272945141937,1121,26352.832628423967,1
8595,2.2122081578359474,2908.3625830346036,97.55094086696221,1693.6615936904975,188.7477645506549,26.880159439761094,25.679071360056042,1397,8742.157839839803,1
3839,568.5690986817577,2650.751039349328,95.48071208653923,1222.366371790583,110.13741641402471,5.062879134607598,51.62365063352018,870,4063.2154501547097,1
4046,595.5404344769611,2609.26730722933,95.22941036563076,1236.613518522286,124.58365777689934,5.948693013194505,50.030496560898854,877,3937.220152044472,1
18655,139.90065120659366,3633.9930605779546,89.98414543303805,1818.121718457626,571.0124691907719,12.452165641195478,45.63794656885688,203,18838.7571888199,1
10917,202.1146695146258,2807.364494235897,88.98776259296413,1333.940098168492,998.8987459272222,825.2747423874005,63.481173930830764,561,11686.967928582606,1
18530,218.0100858602475,3696.414044953085,96.3122054627764,1793.0704215977387,761.0014786217411,6.953509406292347,55.93785707088721,393,18478.008283289804,1
41546,44.73031805542003,4392.577058461377,93.23878408071647,1813.2871036182587,2555.353342425984,505.4707532129616,74.83301766318066,455,42172.41180643884,1
9233,830.4053449636376,2944.7209128788527,96.70268464338601,1734.9185813188299,213.9460777959248,11.083454367589278,33.90764140992824,15,9107.940756087683,1
39355,14.113653561018069,4302.171499459686,97.56908800281388,1941.7705139657419,2655.5472481062448,754.7430166241102,108.03713420842419,626,39268.63550703737,1
23394,282.3204672047005,3991.7097622205715,106.73129036131559,1719.6383109583305,1610.3694877774028,1.5651706544202066,100.28397524414129,805,23547.722937529546,1
8538,252.97362531422166,2569.7254919191655,89.74490559144712,1316.9967081896932,817.8224925724729,1.1081342320333405,61.50532299442557,599,8640.665305097578,1
25423,95.55263336870624,4307.569253355224,102.97094954407257,1937.354898456966,1671.2722281927556,377.48436054854267,71.6202410893172,1109,25031.773768241193,1
48495,28.961031024910035,3724.5861944088383,92.53802594332939,1697.8741063015125,1537.0591105099224,1.6944078503963556,64.2512752701412,297,50028.34139098772,1
39454,36.81890839535351,4234.826226641541,97.69120599248934,1891.6876438566276,2542.4046033925893,229.28068725440352,90.77161350713675,618,39619.38350761177,1
10475,41.2654934991483,3364.1031608766807,93.04768792818601,1941.1526933604634,357.34285990966373,16.075707300382362,38.57786652494848,121,10305.518757351138,1
2568,57.02709731576407,2416.107388507911,91.30408781950558,1215.6962629404627,255.38960179389835,347.5891497405064,44.22723598391387,362,2515.3954806079746,1
14022,129.89397869726352,2675.022884620334,89.73934393113117,1293.8419461235544,716.4765033482109,633.4665135839858,59.80341666452183,537,12889.566924324225,1
19163,72.97693661004425,3648.8384996576856,90.6014335361175,1838.4453954796288,593.3913656823056,13.886767737102367,46.442375069496464,212,18746.246001369258,1
9368,136.92671761047586,2615.7753699242694,88.6184804035021,1308.0463017538925,608.4555631627152,717.8396288906001,59.47307959536173,530,8685.841143634683,1
5906,92.81555263970071,2559.105203320135,92.8186984189323,1293.9609217926152,321.15753646202546,456.2817822501927,51.45903897202598,465,5797.893702062458,1
8469,643.259930289036,2942.653411883821,97.63080537567119,1501.330757180325,175.26830515130885,12.889687293799428,55.64852041727466,1177,8528.169529892668,1
2723,84.4697827698337,2466.359534423409,92.88286535099687,1265.5160758544478,219.01837543028444,543.3589747849721,49.2067296410161,387,2755.9295973689964,1
2738,113.3448875996508,2434.6077381841637,93.01333063174108,1251.7078590088395,358.64088547179017,380.1245221377217,44.44415201229266,343,2631.0359382327265,1
67561,72.22350410582682,5117.246789273568,103.06746055825081,2157.494007444131,3766.1821586352203,559.5620336082354,79.90106195936013,1400,65727.4722934266,1
63659,127.10408199143356,4974.764530161518,105.98312251064922,2385.0973149602623,3059.849643571954,548.3978552534207,82.96011468309078,1438,62514.44548011949,1
21431,336.72052797720255,3776.613453519567,107.30188102378243,1706.2757200257279,1453.526710911982,233.928648078679,97.7562172203634,857,21352.876754714187,1
48662,76.65387601474136,3727.747999082453,92.42255133785824,1699.5558198018264,1533.246615599129,1.6806608735545518,65.28688085889043,297,49126.99794272678,1
24022,396.42257312941115,4006.8726748508825,105.24515706841876,1829.5401806479977,1655.0858264569908,496.66482862675355,76.33217035779597,1015,23402.764225649877,1
6488,6.410766570652246,2880.1625255440276,95.06063709721127,1193.9089525805334,247.3363890486105,6.111409221920319,70.38328818448075,791,6578.905501704548,1
6308,144.65428916273245,2575.6,90.375,1276.14,312.4591027393762,623.0009363648813,56.74,490,6549.9440805996755,1
37275,92.54978204799112,4205.514027713449,96.89931907030646,1901.3090580972992,2512.5227742304996,491.3711902787751,85.56819585082481,589,38030.19685323052,1
57801,61.23396271851983,4380.800670499721,92.7596473145844,1776.0964143197277,3629.7277370871698,244.32558866768784,66.49204989139258,451,57523.88235425315,1
65972,83.57682674954204,4813.523855901416,99.07573913513218,2005.0767695702073,3793.4060938785133,611.5848505348133,84.54318390329286,913,64779.00417418141,1
9208,238.5634183649073,2739.2622609547284,92.7934488119968,1322.9667960535219,692.5303461008858,733.4695550524477,63.603178397050144,626,9332.971502097547,1
4004,654.6579656875939,2571.1471829400693,95.51673005309266,1232.0333773299187,115.38321448893971,6.31965665342251,49.11855233078893,876,3962.034334657749,1
5223,239.3513925033883,2911.719378062144,96.70103906015811,1287.521071929276,159.65455315928165,10.172357472574689,63.48070661163203,1016,5151.725192584424,1
23174,212.18198384905105,3939.5819809641393,105.71669845695672,1791.7393356719567,1582.31858914529,257.99694899563565,80.64499591422836,983,23227.51403643855,1
19209,87.97787366732928,3647.9677800887534,89.85001244589189,1831.8110478385354,597.8837218880616,17.98444233324033,45.39894346693403,205,18756.406460921826,1
23983,503.10443239797075,3900.1074896209702,104.1198306215457,1834.8936161930048,1699.7316624631185,1.5823914670502606,85.51105880285374,923,22471.588375853422,1
6832,1.6808775731164187,2452.9605634127147,99.40391543588493,1646.9454119935301,147.33018190372556,28.622795233391024,22.93964817211565,1359,6509.624793306613,1
9098,291.8312909289658,2712.0164535563085,92.93600750838593,1323.3158357643317,690.9225175711653,1.1001205594480172,64.62670585350023,628,9294.450961040346,1
9415,184.90890553431495,2659.2134330270446,93.50171338238053,1322.8020766456684,689.9697291467814,855.7388662983004,68.08601725249848,658,9350.638643395068,1
6346,181.97931948917122,2777.5709600055116,95.57248730475614,1262.8697098474609,449.2375549444591,1.3713224711809768,65.69632398150023,719,6620.011940084231,1
8707,1.3850650096083723,2955.1509697630213,98.7416443683549,1656.6420650416017,212.81111791802658,20.90034139012903,40.4288298270493,1353,8855.358756566415,1
3677,643.1774133239068,2520.8393038363015,95.37241548125687,1264.9331070010753,135.65006219120033,4.3677149595469915,47.04821242246476,790,3463.3358587513626,1
34380,107.26675751791211,4282.128342449965,92.56473174269107,1779.4123319555724,2093.35084528397,2.0754976115612243,73.23203796748405,413,34515.549736402485,1
23372,168.70913201395322,3686.62046582948,90.4435225524134,1869.5191016935182,596.2813190343148,2.183636432546443,47.89500094751359,225,23599.023670479437,1
4054,351.80087678487786,2704.548553086853,95.0020760197973,1234.3867730371758,112.30886272194475,2.9146225950201066,52.73531534800251,876,4002.22441774171,1
5684,161.08710123505242,2548.09874995424,92.67359814383202,1291.3103285485154,316.71277754050374,163.36098796405165,51.81060648560553,466,5472.0125004576,1
19076,113.43220169682309,3636.467058851749,90.42152093836584,1833.1019886513404,589.7576696348004,13.65783351874908,46.07436328955743,213,19026.374590244497,1
9669,1.0310291603074415,2989.129677872644,98.2669192668676,1433.5811372657317,207.9366186198114,13.43178381663445,56.68017145017818,1113,9434.806183228135,1
11527,122.47828414562908,2642.847204782678,90.34308831720448,1297.5379522722533,650.6531242898752,437.34943321174006,59.22210049138823,554,11318.308909168403,1
6979,820.2519901268646,2925.2553910329184,98.42784602927746,1610.06335505888,146.9062702090262,17.23271540704896,37.329477411318976,1328,7019.4533065750065,1
7113,287.5496702725912,2691.731539361061,94.14985023024576,1280.4470486222292,442.36089322412255,1.4339301074480224,66.37498068854447,679,6796.331972809072,1
44283,93.1135799293126,4387.302667221862,100.3597953179905,1973.3984101480746,2705.5231289533276,722.7935829964961,91.09705024273441,914,42712.353404359084,1
56408,128.18151030932526,3928.365103877365,91.96384094808967,1756.5074475908498,1859.1155014761603,2.0489015932179857,62.032723211891664,297,55848.236840041805,1
10647,76.48672724616026,3325.3344866295515,92.95175658418358,1925.1582377687741,353.2235844704855,9.184167946535952,38.99261604098895,130,10535.176094987775,1
3736,132.06036394507314,2454.493381835143,92.73296929575879,1274.5352332606146,296.22394956041643,656.6777013336304,48.99977488130154,397,3629.588016537936,1
29117,211.49433957031584,3968.622674012038,101.52784777139537,1890.3958428879669,1929.0968985275697,168.71630937764692,94.12716555254077,874,29234.444757073798,1
10441,691.8885692633705,2951.5644927413086,98.23043267871462,1445.5358368392076,218.39112565189956,8.358336187873757,54.25795932619237,1114,10000.10563103477,1
46055,100.23679276870138,4493.120223678877,93.70418155862541,1788.1951309850074,3490.775353201208,771.1669729437451,69.28767489695878,484,46772.95947920257,1
7474,702.6525461508306,3141.7536150749415,96.69905450545782,1460.9340601502142,151.4233704229394,9.310645150048547,56.91146826050721,1237,7603.161293320387,1
68402,91.02080060063557,5158.764169949637,104.00626074375113,2339.5280673437856,3400.0110613542793,413.05123003221206,86.18005402350259,1426,69857.6968394898,1
48062,46.24854395729864,4341.177163729564,93.52360642476857,1776.3419563017874,3356.2199034334353,795.573766602144,73.85351859359328,498,47772.775483273836,1
6628,153.58050620463968,2744.5659356180972,95.24691983042955,1235.8576631038463,314.03158189201247,12.814023835676087,72.81015481019433,786,6666.922349182186,1
15975,265.4527917970728,2650.7336048949123,89.87790954664501,1251.365005826195,501.906300147986,1.1338560937752737,57.53320117219092,519,16782.797945189923,1
9544,948.5747513181113,3019.7249165518497,96.70176687422558,1719.816209339284,219.52315045275265,12.433060613780372,33.71859429314156,16,9179.724228239656,1
49144,65.31704529787693,4507.368272586766,93.83984040775279,1811.890151349688,3600.442520574648,770.2859562974954,69.56184467852681,477,48902.91844300874,1
15504,115.71076859335301,3484.3,90.924,1951.51,454.9164450223512,5.208770180981278,37.14,180,15000.559396119761,1
5768,172.884756290501,2562.054526266881,91.91745479616279,1292.7058261740353,323.1115165755253,877.0236910104207,53.690827402204356,474,6042.152384146549,1
6771,861.1991125236166,3191.3743085014185,97.30487594147736,1477.2274099644844,123.89123236078562,16.22803848153845,61.0206202926132,1256,7010.397746945446,1
16465,154.0335564848381,2661.279698658021,88.70252378605988,1257.7670851395405,728.2801954532,1.6337375657881636,57.44430222368971,525,16762.306524480166,1
9354,1.5265039153603266,2825.3591311013483,97.14788799720355,1742.0585837264427,196.61471477496383,16.71784382618431,29.640672742865313,4,9769.09709329314,1
58910,83.39646461521458,3914.6018003651848,91.72354174185041,1727.8011619414308,1838.9073001514394,578.3479764383242,64.82955815085742,307,60877.536844965536,1
9919,108.27371760579322,2613.907064494541,88.69549058474381,1299.9861120128119,512.1271065933396,580.0578782422454,58.327661920103225,514,9707.095787024917,1
35150,106.6578149937156,4256.356480262887,92.38800582444513,1768.1461396642253,2246.464259178888,1.690067263879997,73.00149157670779,412,35812.23867979244,1
46404,168.18324406093194,4129.338073857544,94.51108897101234,1889.794816815406,1927.8620897767396,162.51646267091763,62.16179326545387,565,46550.30380270262,1
14393,139.75693258927504,2675.4316669263353,89.69864738155596,1291.340198410828,707.5333040069023,767.9775776157023,59.626277665254705,535,14099.641809554716,1
5877,841.5781458944334,2908.777909687805,95.81026435360721,1272.9284521895643,167.0550621727161,9.357103847516797,62.90079904371687,1008,5814.346590178519,1
